Name,Alias,Nuttin
81101590,Non-current financial assets - adjustment to net c/f balances (Balance Sheet),
81101591,Adjustment to net non-current financial assets balance C/F - accounting policy change,
81101592,Adjustment to net non-current financial assets balance C/F - MoG change,
81101593,Adjustment to net non-current financial assets balance C/F - other,
81101594,net non-current financial assets balance C/F,
81101595,Current financial assets - adjustment to net c/f balances (Balance Sheet),x
81101596,Adjustment to net current financial assets balance C/F - accounting policy change,x
81101597,Adjustment to net current financial assets balance C/F - MoG change,x
81101598,Adjustment to net current financial assets balance C/F - other,x
81101599,net current financial assets balance C/F,x
81101600,Adjustment to Long Term Receivables Carried Forward Balances,
81101601,C/f long term receivables: Taxation & duties due,
81101602,C/f long term receivables: Trade receivables,
81101603,Adj to c/f lt receivables: Prepayments and accrued income - PFI & other Barter,
81101604,C/f long term receivables: Prepayments and accrued income - Other,
81101606,C/f long term receivables: Other receivables,
81101607,C/f long term receivables: Occupational pensions receivables,
81101608,C/f long term receivables: Government grants receivable,
81101609,C/f long term receivables: Interest receivable,
81101610,C/f long term receivables: Allowance for bad and doubtful debts,
81101611,Adjustment to student loans balance carried forward - Long term,
81101630,Carried Forward long Term Receivables balances,
81101631,C/F receivables balances (long term) Taxation & duties due,
81101632,C/F receivables balances (long term) Trade receivables,
81101633,C/F debtor balances (lt) Prepayments and accrued income - PFI & other Barter,
81101634,C/F receivables balances (long term) Prepayments and accrued income - Other,
81101636,C/F receivables balances (long term) Other receivables,
81101637,C/F receivables balances (long term) Occupational pensions receivables,
81101638,C/F receivables balances (long term) Government grants receivable,
81101639,C/F receivables balances (long term) Interest receivable,
81101640,C/F receivables balances (long term) Allowance for bad and doubtful debts,
81101690,Long term receivables - C/f balances (Balance Sheet),
81101691,Adjustment to LT receivables balance carried forward - accounting policy change,
81101692,Adjustment to LT receivables balance carried forward - MoG change,
81101693,Adjustment to LT receivables balance carried forward - other,
81101694,LT receivables balance carried forward,
81101700,Carried forward short term receivables balances,
81101701,C/f short term receivables balances - Trade receivables,
81101702,C/f short term receivables balances - Other receivables,
81101703,C/f short term receivables balances - Taxation & duties due,
81101705,C/f short term debtors balances - Occupational pensions debtors,
81101706,C/f short term receivables balances - Prepayment of/accrued taxes,
81101707,non current asset Investments - Adj to net c/f balances (Balance Sheet),
81101708,Adj to c/f ST Recs balances - Prepayments and accrued income - Other,
81101709,Adj to c/f ST Recs balances - Amounts owed by joint ventures and associates,
81101710,C/f short term receivables balances - VAT,
81101711,Adj to c/f ST Drs balances - Supply debtor receivable from the Consolidated Fund,
81101712,C/f short term receivables balances - Government grants receivable,
81101713,C/f short term receivables balances - Interest receivable,
81101714,Adj to c/f ST Recs balances - Accrued income relating to EU funding,
81101715,Adj to c/f ST Recs balances - Allowance for bad and doubtful debts,
81101716,Adj to c/f ST Recs balances - Student loans repayable within one year,
81101730,Carried Forward Short Term receivables balances,
81101731,C/F short term receivables balances - Trade receivables,
81101732,C/F short term receivables balances - Other receivables,
81101733,C/F short term receivables balances - Taxation & duties due,
81101735,C/F short term receivables balances - Occupational pensions receivables,
81101736,C/F short term receivables balances - Prepayment of/accrued taxes,
81101737,C/F st debtors balances - Prepayments and accrued income - PFI & other Barter,
81101738,C/F short term receivables balances - Prepayments and accrued income - Other,
81101739,C/F short term debtors balances - Amounts owed by joint ventures and associates,
81101740,C/F short term receivables balances - VAT,
81101741,C/F st debtors balances - Supply debtor receivable from the Consolidated Fund,
81101742,C/F short term receivables balances - Government grants receivable,
81101743,C/F short term receivables balances - Interest receivable,
81101744,C/F short term receivables balances - Accrued income relating to EU funding,
81101745,C/F short term receivables balances - Allowance for bad and doubtful debts,
81101746,C/F short term receivables balances - Student loans repayable within one year,
81101790,Short term receivables - C/f balances (Balance Sheet),
81101791,Adjustment to ST receivables balance carried forward - accountingpolicychange,
81101792,Adjustment to ST receivables balance carried forward - MoG change,
81101793,Adjustment to ST receivables balance carried forward - other,
81101794,ST receivables balance carried forward,
81101800,Carried forward long term payables balances,
81101801,C/f long term payables balance - Trade payables,
81101802,C/f long term payables balance - Other payables,
81101803,C/f long term payables balance - Refunds of taxation payable,
81101804,C/f long term payables balance - Accrued expenses,
81101805,C/f long term payables balance - Bank and other borrowings,
81101806,C/f long term payables balance - Finance leases and hire purchase contracts,
81101807,C/f long term payables balance - Imputed finance lease element of on-balance sheet PFI contract,
81101808,C/f long term payables balance - Government grants payable,
81101809,C/f long term payables balance - Interest payable,
81101810,C/f long term payables balance - Interest payable - national debt,
81101812,Adj to c/f long term payables balance - Occupational pension loans payable,
81101813,C/f long term payables balance - gilt edged stock,
81101814,C/f long term payables balance - Deferred income brought forward,
81101830,Carried Forward Long Term payables balances,
81101831,C/F long term payables balance - Trade payables,
81101832,C/F long term payables balance - Other payables,
81101833,C/F long term payables balance - Refunds of taxation payable,
81101834,C/F long term payables balance - Accrued expenses,
81101835,C/F long term payables balance - Bank and other borrowings,
81101836,C/F long term payables balance - Finance leases and hire purchase contracts,
81101837,C/F long term payables balance - Imputed finance lease element of on-balance sheet PFI contract,
81101838,C/F long term payables balance - Government grants payable,
81101839,C/F long term payables balance - Interest payable,
81101840,C/F long term payables balance - Interest payable - national debt,
81101842,C/F long term payables balance - Occupational pension loans payable,
81101843,C/F long term payables balance - gilt edged stock,
81101890,Long term payables - C/f balances (Balance Sheet),
81101891,Adjustment to LT payables balance carried forward - accountingpolicychange,
81101892,Adjustment to LT payables balance carried forward - MoG change,
81101893,Adjustment to LT payables balance carried forward - other,
81101894,LT payables balance carried forward,
81101900,Carried forward short term payables balances,
81101901,Adjust. to c/f ST payables balance - Bank overdraft,
81101902,Adjust. to c/f ST payables balance - Other borrowings,
81101903,Adjust. to c/f ST payables balance - Refunds of taxation by HMRC,
81101904,Adjust. to c/f ST payables balance - VAT payable to HMRC,
81101905,Adjust. to c/f ST payables balance - Other taxes payable to HMRC,
81101906,Adjust. to c/f ST payables balance - National Insurance contributions payable to HMRC,
81101907,Adjust. to c/f ST payables balance - Trade payables,
81101908,Adjust. to c/f ST payables balance - Other payables,
81101909,Adjust. to c/f ST payables balance - Accrued expenses,
81101910,Adjust. to c/f ST payables balance - Amounts owed to joint ventures and associates,
81101911,Adjust. to c/f ST payables balance - Contingencies Fund advances,
81101912,Adjust. to c/f ST payables balance - Obligations under finance leases and hire purchase contracts,
81101913,Adjust. to c/f ST payables balance - Imputed finance lease element of on-balance sheet PFI contracts,
81101914,Adjust. to c/f ST payables balance - Government grants payable,
81101915,Adjust. to c/f ST payables balance - Interest due,
81101916,Adjust. to c/f ST payables balance - Interest due - gilt edged stock,
81101918,Adjust. to c/f ST payables balance - Occupational Pension loans payable,
81101919,Adjust. to c/f ST payables balance - gilt edged stock,
81101920,Adjust. to c/f ST payables balance - operating income not classified as A-in-A ,
81101921,Adjust. to c/f ST payables balance - non-operating income not classified as A-in-A ,
81101922,Adjust. to c/f ST payables balance - other amounts collected on behalf of CF,
81101923,Adjust. to c/f ST payables balance - Excess receipts to be surrendered to CF,
81101924,Adjust. to c/f ST payables balance - Supply creditor payable to Consolidation Fund ,
81101925,Adjust. to c/f ST payables balance - Other balances surrenderable to the Consolidated Fund ,
81101926,Adjust. to c/f ST payables balance - Deferred income ,
81101930,Carried Forward Short Term payables balances,
81101931,C/F short term creditors balance - Bank overdraft,
81101932,C/F short term creditors balance - Other borrowings,
81101933,C/F short term creditors balance - Refunds of taxation by HMRC,
81101934,C/F short term creditors balance - VAT payable to HMRC,
81101935,C/F short term creditors balance - Other taxes payable tp HMRC,
81101936,C/F short term creditors balance - National Insurance contributions payable to HMRC,
81101937,C/F short term payables balance - Trade payables,
81101938,C/F short term payables balance - Other payables,
81101939,C/F short term creditors balance - Accrued expenses,
81101940,C/F short term creditors balance - Amounts owed to joint ventures and associates,
81101941,C/F short term creditors balance - Contingencies Fund advances,
81101942,C/F short term creditors balance - Obligations under finance leases and hire purchase contracts,
81101943,C/F short term creditors balance - Imputed finance lease element of on-balance sheet PFI contracts,
81101944,C/F short term creditors balance - Government grants payable,
81101945,C/F short term creditors balance - Interest due,
81101946,C/F short term creditors balance - Interest due - gilt edged stock,
81101948,C/F short term creditors balance - Occupational Pension loans payable,
81101949,C/F short term creditors balance - gilt edged stock,
81101990,Short term payables - C/f balances (Balance Sheet),
81101991,Adjustment to ST payables balance carried forward - accounting policy change,
81101992,Adjustment to ST payables balance carried forward - MoG change,
81101993,Adjustment to ST payables balance carried forward - other,
81101994,ST payables balance carried forward,
81102000,Carried forward work in intermediate stages of completion balances,
81102001,C/f work in progress balance - Goods for Resale & Finished Goods,
81102002,C/f work in progress balance - Land for Resale & Finished Land,
81102003,Adj to c/f work in progress balance - Buildings for Resale & Finished Buildings,
81102004,C/f work in progress balance - Raw Materials & Consumables,
81102005,C/f work in progress balance - Land Work in Progress,
